image_id,image_path,editing_type_id,editing_prompt,ssim,lpips,clip_score,psnr,mse,dino_distance
000000000000,0_random_140/000000000000.jpg,0,a slanted [rusty] mountain bicycle on the road in front of a building,0.6543576717376709,0.19763976335525513,30.75551414489746,19.207889556884766,0.012000824324786663,0.017458096146583557
000000000001,0_random_140/000000000001.jpg,0,a [square] cake with orange frosting on a wooden plate,0.5239428281784058,0.30408975481987,31.029056549072266,17.156612396240234,0.019245915114879608,0.02310163341462612
000000000002,0_random_140/000000000002.jpg,0,a [dog] sitting on a wooden chair,0.6205965280532837,0.24646447598934174,27.04383087158203,16.988502502441406,0.02000551111996174,0.024131009355187416
000000000003,0_random_140/000000000003.jpg,0,"blue light, a black and white [dog] is playing with a flower",0.47559022903442383,0.25728780031204224,35.51791000366211,17.137495040893555,0.0193308237940073,0.027655363082885742
000000000004,0_random_140/000000000004.jpg,0,a [silver] cat [sculpture] sitting next to a mirror,0.5385839343070984,0.3009180426597595,29.71743392944336,17.357532501220703,0.018375815823674202,0.025639930739998817
000000000005,0_random_140/000000000005.jpg,0,an [black] cat sitting on top of a fence,0.6344136595726013,0.37726345658302307,26.53550148010254,17.736230850219727,0.016841351985931396,0.06057806685566902
000000000006,0_random_140/000000000006.jpg,0,a cup of coffee with drawing of [lion] putted on the wooden table,0.6529737114906311,0.24033722281455994,35.77059555053711,18.238405227661133,0.015002354048192501,0.028863828629255295
000000000007,0_random_140/000000000007.jpg,0,a german shepherd dog stands on the grass with mouth [opened],0.4330451190471649,0.3131448030471802,34.7027587890625,17.749494552612305,0.01678999699652195,0.018022919073700905
000000000008,0_random_140/000000000008.jpg,0,a golden retriever sitting on the ground in front of fence,0.46546292304992676,0.3272474706172943,27.886699676513672,16.432607650756836,0.02273731492459774,0.036164190620183945
000000000009,0_random_140/000000000009.jpg,0,a [lion] is laying down on a white background,0.7418034076690674,0.20790988206863403,32.23112869262695,17.245195388793945,0.018857333809137344,0.04064591974020004
000000000010,0_random_140/000000000010.jpg,0,photo of a [horse] and a cat standing on rocks near the ocean,0.6530948877334595,0.22871261835098267,35.60118103027344,18.898906707763672,0.01288573443889618,0.018803482875227928
000000000011,0_random_140/000000000011.jpg,0,a [red] bird standing on a branch,0.8043367266654968,0.19270236790180206,31.703556060791016,19.556241989135742,0.011075817048549652,0.021937530487775803
000000000012,0_random_140/000000000012.jpg,0,meat [sushi] on white plate,0.5225076675415039,0.24246704578399658,22.467702865600586,15.376764297485352,0.028995024040341377,0.023846324533224106
000000000013,0_random_140/000000000013.jpg,0,three white [sushi] on brown bowl,0.7945618033409119,0.12240415811538696,26.408565521240234,19.6169490814209,0.010922071523964405,0.010553127154707909
000000000014,0_random_140/000000000014.jpg,0,a man with his hands [rasing] standing by a house,0.7879719734191895,0.1609189808368683,21.706298828125,20.807228088378906,0.008303807117044926,0.012486692517995834
000000000015,0_random_140/000000000015.jpg,0,white plate with [pizza] on it,0.7430586814880371,0.25200459361076355,24.08974838256836,18.458662033081055,0.014260463416576385,0.07561220228672028
000000000016,0_random_140/000000000016.jpg,0,a plate with [salmon] on it,0.5868631601333618,0.3073495626449585,27.032365798950195,15.011063575744629,0.03154231980443001,0.03792119771242142
000000000017,0_random_140/000000000017.jpg,0,photo of a statue [in side view],0.6081220507621765,0.33993303775787354,27.182525634765625,17.703510284423828,0.016968710348010063,0.021577466279268265
000000000018,0_random_140/000000000018.jpg,0,the statue of liberty holding a [flower],0.6916195750236511,0.2499898225069046,31.964778900146484,15.795413970947266,0.026330458000302315,0.023440465331077576
000000000019,0_random_140/000000000019.jpg,0,white [cat] on brown ground,0.3443305492401123,0.3058245778083801,30.715938568115234,15.092960357666016,0.03095308132469654,0.020281920209527016
000000000020,0_random_140/000000000020.jpg,0,two [origami] birds sitting on a branch,0.585002064704895,0.2922493517398834,29.84229278564453,14.653339385986328,0.034250423312187195,0.025431670248508453
000000000021,0_random_140/000000000021.jpg,0,"two [kissing] parrots sitting on a stick, city street background",0.40673694014549255,0.32151344418525696,35.258567810058594,13.884035110473633,0.04088805615901947,0.03177918121218681
000000000022,0_random_140/000000000022.jpg,0,an orange van with [flowers] on top,0.6070146560668945,0.23482397198677063,27.23659896850586,15.599652290344238,0.02754448913037777,0.014106528833508492
000000000023,0_random_140/000000000023.jpg,0,a [white] horse in the field,0.466223806142807,0.20659853518009186,32.628814697265625,19.03240966796875,0.012495654635131359,0.015775835141539574
000000000024,0_random_140/000000000024.jpg,0,a [golden] horse running in the sunset,0.38245177268981934,0.2962225675582886,30.37535285949707,18.009618759155273,0.015813862904906273,0.021476127207279205
000000000025,0_random_140/000000000025.jpg,0,a [storm-trooper] with blue hair wearing a shirt,0.5786494016647339,0.32054001092910767,30.526573181152344,16.948577880859375,0.020190266892313957,0.01908465102314949
