image_id,image_path,editing_type_id,editing_prompt,ssim,lpips,clip_score,psnr,mse,dino_distance
000000000000,0_random_140/000000000000.jpg,0,a slanted [rusty] mountain bicycle on the road in front of a building,0.6900717616081238,0.16615596413612366,28.727128982543945,20.93761444091797,0.008058207109570503,0.012708546593785286
000000000001,0_random_140/000000000001.jpg,0,a [square] cake with orange frosting on a wooden plate,0.5784270763397217,0.23821114003658295,31.725961685180664,19.46368408203125,0.01131440233439207,0.020728757604956627
000000000002,0_random_140/000000000002.jpg,0,a [dog] sitting on a wooden chair,0.6552201509475708,0.22577497363090515,23.565837860107422,17.79169273376465,0.016627639532089233,0.020699892193078995
000000000003,0_random_140/000000000003.jpg,0,"blue light, a black and white [dog] is playing with a flower",0.5191199779510498,0.2534719705581665,28.931076049804688,18.821395874023438,0.013117779977619648,0.03570208698511124
000000000004,0_random_140/000000000004.jpg,0,a [silver] cat [sculpture] sitting next to a mirror,0.6034871935844421,0.2503387928009033,31.79228973388672,19.15015983581543,0.01216141041368246,0.021401774138212204
000000000005,0_random_140/000000000005.jpg,0,an [black] cat sitting on top of a fence,0.6853217482566833,0.3127402365207672,26.58440399169922,20.754365921020508,0.008405494503676891,0.06644360721111298
000000000006,0_random_140/000000000006.jpg,0,a cup of coffee with drawing of [lion] putted on the wooden table,0.7007939219474792,0.17463605105876923,36.8754997253418,20.00897789001465,0.00997934490442276,0.017496276646852493
000000000007,0_random_140/000000000007.jpg,0,a german shepherd dog stands on the grass with mouth [opened],0.48680245876312256,0.2539387345314026,32.600791931152344,19.76810646057129,0.01054846215993166,0.01958257332444191
000000000008,0_random_140/000000000008.jpg,0,a golden retriever sitting on the ground in front of fence,0.5694179534912109,0.28669458627700806,29.776382446289062,18.472997665405273,0.014213469810783863,0.032038990408182144
000000000009,0_random_140/000000000009.jpg,0,a [lion] is laying down on a white background,0.8116108775138855,0.13808728754520416,33.37640380859375,21.631235122680664,0.006868729833513498,0.02544403448700905
000000000010,0_random_140/000000000010.jpg,0,photo of a [horse] and a cat standing on rocks near the ocean,0.6854836344718933,0.21132588386535645,36.649051666259766,20.708633422851562,0.008494476787745953,0.01774364523589611
000000000011,0_random_140/000000000011.jpg,0,a [red] bird standing on a branch,0.8288372755050659,0.1335177719593048,30.47878074645996,22.759723663330078,0.005296971183270216,0.015681203454732895
000000000012,0_random_140/000000000012.jpg,0,meat [sushi] on white plate,0.5440924167633057,0.18241707980632782,24.758255004882812,17.090858459472656,0.01953952945768833,0.01808381825685501
000000000013,0_random_140/000000000013.jpg,0,three white [sushi] on brown bowl,0.8324424624443054,0.09805750101804733,27.048856735229492,22.13017463684082,0.00612325593829155,0.009395024739205837
000000000014,0_random_140/000000000014.jpg,0,a man with his hands [rasing] standing by a house,0.8138490915298462,0.1600063592195511,22.7867374420166,21.864112854003906,0.006510117556899786,0.011776930652558804
000000000015,0_random_140/000000000015.jpg,0,white plate with [pizza] on it,0.7877306938171387,0.20072662830352783,20.280384063720703,21.753021240234375,0.006678789388388395,0.03955342620611191
000000000016,0_random_140/000000000016.jpg,0,a plate with [salmon] on it,0.6458531022071838,0.24086634814739227,29.910266876220703,16.93318748474121,0.020261945202946663,0.029744982719421387
000000000017,0_random_140/000000000017.jpg,0,photo of a statue [in side view],0.6075817346572876,0.30003514885902405,25.314563751220703,19.00999641418457,0.012560312636196613,0.02541685663163662
000000000018,0_random_140/000000000018.jpg,0,the statue of liberty holding a [flower],0.772676944732666,0.1400706171989441,31.812179565429688,20.71183204650879,0.008488222025334835,0.018480444326996803
000000000019,0_random_140/000000000019.jpg,0,white [cat] on brown ground,0.35507938265800476,0.28208714723587036,28.85329818725586,16.89914894104004,0.020421378314495087,0.022855980321764946
000000000020,0_random_140/000000000020.jpg,0,two [origami] birds sitting on a branch,0.6813322901725769,0.18369074165821075,27.89401626586914,18.903966903686523,0.012870733626186848,0.019644595682621002
000000000021,0_random_140/000000000021.jpg,0,"two [kissing] parrots sitting on a stick, city street background",0.5299321413040161,0.28215962648391724,33.52618408203125,16.009044647216797,0.02506660856306553,0.029629580676555634
000000000022,0_random_140/000000000022.jpg,0,an orange van with [flowers] on top,0.6340892314910889,0.18465158343315125,28.756877899169922,17.303010940551758,0.018607961013913155,0.014190453104674816
000000000023,0_random_140/000000000023.jpg,0,a [white] horse in the field,0.4963669180870056,0.19068564474582672,32.84348678588867,20.36812973022461,0.009187281131744385,0.01689865067601204
000000000024,0_random_140/000000000024.jpg,0,a [golden] horse running in the sunset,0.3880910873413086,0.2662120759487152,30.57769775390625,18.975006103515625,0.01266191154718399,0.01908835768699646
000000000025,0_random_140/000000000025.jpg,0,a [storm-trooper] with blue hair wearing a shirt,0.6013264656066895,0.26945990324020386,29.39596176147461,18.061840057373047,0.015624848194420338,0.013897892087697983
000000000026,0_random_140/000000000026.jpg,0,a [crochet] bird with a red beak sitting on a branch,0.612787127494812,0.29114821553230286,32.694183349609375,17.931461334228516,0.016101030632853508,0.03456329181790352
000000000027,0_random_140/000000000027.jpg,0,a [closed] eyes cat sitting on wooden floor,0.4991457164287567,0.2019173949956894,25.728729248046875,19.95075225830078,0.010114040225744247,0.015917569398880005
000000000028,0_random_140/000000000028.jpg,0,[an oil painting of] white flowers on a tree branch with blue sky background,0.8098487854003906,0.20046360790729523,30.169979095458984,20.937143325805664,0.008059079758822918,0.03129374980926514
000000000029,0_random_140/000000000029.jpg,0,a [duck] walking through the grass,0.6816600561141968,0.19675590097904205,26.544635772705078,19.605716705322266,0.010950353927910328,0.023260775953531265
000000000030,0_random_140/000000000030.jpg,0,a [road] in a lush green forest with rocks,0.36063385009765625,0.2816983163356781,24.323183059692383,17.5341796875,0.017643393948674202,0.03414061665534973
000000000031,0_random_140/000000000031.jpg,0,a [blue] rose in the dark,0.44336408376693726,0.17013297975063324,29.86353302001953,21.086761474609375,0.007786169648170471,0.029081275686621666
000000000032,0_random_140/000000000032.jpg,0,a group of [red] flowers hanging from a tree,0.651180624961853,0.23671460151672363,26.180097579956055,18.6163330078125,0.013752028346061707,0.039430566132068634
000000000033,0_random_140/000000000033.jpg,0,a cartoon of a [girl] walking his dog in autumn,0.9317833781242371,0.12300675362348557,40.889156341552734,25.033992767333984,0.003137621097266674,0.01685997098684311
000000000034,0_random_140/000000000034.jpg,0,[a sketch painting of] a mother duck and her babies are standing near the water,0.3482104539871216,0.2540794610977173,34.933807373046875,17.414081573486328,0.018138093873858452,0.02753755822777748
000000000035,0_random_140/000000000035.jpg,0,[painting] - window of the world by jimmy kirk,0.3323783576488495,0.3393884599208832,25.509319305419922,18.633251190185547,0.013698558323085308,0.022118061780929565
000000000036,0_random_140/000000000036.jpg,0,[fire],0.6698756217956543,0.23511570692062378,19.389741897583008,20.42881965637207,0.009059786796569824,0.04432142153382301
000000000037,0_random_140/000000000037.jpg,0,mountain landscape with withered grass,0.5542129278182983,0.24512816965579987,29.040849685668945,19.353307723999023,0.011605641804635525,0.02721647173166275
000000000038,0_random_140/000000000038.jpg,0,a little girl with [blue] eyes and flowers in a blue dress,0.6781206130981445,0.15658512711524963,35.8630485534668,19.11106300354004,0.012271389365196228,0.012075135484337807
000000000039,0_random_140/000000000039.jpg,0,two ducks in the [sea],0.35464906692504883,0.28995171189308167,28.148725509643555,17.669437408447266,0.01710236258804798,0.015096686780452728
000000000040,0_random_140/000000000040.jpg,0,a cat sitting with beads collar [putting hands down],0.6188132762908936,0.2390402853488922,33.251861572265625,19.988496780395508,0.010026518255472183,0.017847953364253044
000000000041,0_random_140/000000000041.jpg,0,[a castle in] the arctic sky,0.37373730540275574,0.18201252818107605,25.743358612060547,19.35965919494629,0.011588681489229202,0.03502289205789566
000000000042,0_random_140/000000000042.jpg,0,a [white] wolf is standing on rocks in a dark forest,0.732323169708252,0.2742713689804077,35.445587158203125,23.056604385375977,0.004946972709149122,0.09125255048274994
