image_id,image_path,editing_type_id,editing_prompt,ssim,lpips,clip_score,psnr,mse,dino_distance
000000000000,0_random_140/000000000000.jpg,0,a slanted [rusty] mountain bicycle on the road in front of a building,0.6896759867668152,0.16380205750465393,28.72539710998535,20.88949203491211,0.008147991262376308,0.012690306641161442
000000000001,0_random_140/000000000001.jpg,0,a [square] cake with orange frosting on a wooden plate,0.5778311491012573,0.2374652773141861,31.829011917114258,19.457826614379883,0.011329666711390018,0.020519405603408813
000000000002,0_random_140/000000000002.jpg,0,a [dog] sitting on a wooden chair,0.6562504768371582,0.22546803951263428,23.9039363861084,17.784027099609375,0.016657011583447456,0.02066609263420105
000000000003,0_random_140/000000000003.jpg,0,"blue light, a black and white [dog] is playing with a flower",0.5195061564445496,0.25246790051460266,29.26561164855957,18.809593200683594,0.013153478503227234,0.035224925726652145
000000000004,0_random_140/000000000004.jpg,0,a [silver] cat [sculpture] sitting next to a mirror,0.6025604009628296,0.24968382716178894,31.267822265625,19.108848571777344,0.012277643196284771,0.021355506032705307
000000000005,0_random_140/000000000005.jpg,0,an [black] cat sitting on top of a fence,0.6841775178909302,0.30945444107055664,27.022546768188477,20.708446502685547,0.008494840003550053,0.06541460007429123
000000000006,0_random_140/000000000006.jpg,0,a cup of coffee with drawing of [lion] putted on the wooden table,0.7004059553146362,0.17386899888515472,36.712608337402344,19.989662170410156,0.010023831389844418,0.017517030239105225
000000000007,0_random_140/000000000007.jpg,0,a german shepherd dog stands on the grass with mouth [opened],0.4861260652542114,0.2511168122291565,32.93063735961914,19.76307487487793,0.01056069415062666,0.01969434879720211
000000000008,0_random_140/000000000008.jpg,0,a golden retriever sitting on the ground in front of fence,0.5686478614807129,0.2847655713558197,29.736351013183594,18.450084686279297,0.014288661070168018,0.03210756927728653
000000000009,0_random_140/000000000009.jpg,0,a [lion] is laying down on a white background,0.8103773593902588,0.1390192210674286,33.400856018066406,21.589611053466797,0.006934878882020712,0.025433406233787537
000000000010,0_random_140/000000000010.jpg,0,photo of a [horse] and a cat standing on rocks near the ocean,0.6849707961082458,0.21151801943778992,36.58944320678711,20.679729461669922,0.008551199920475483,0.018005816265940666
000000000011,0_random_140/000000000011.jpg,0,a [red] bird standing on a branch,0.8290871977806091,0.13164584338665009,30.44889259338379,22.70425796508789,0.005365053191781044,0.015559394843876362
000000000012,0_random_140/000000000012.jpg,0,meat [sushi] on white plate,0.540066123008728,0.1817486435174942,24.391189575195312,17.072519302368164,0.019622212275862694,0.018251869827508926
000000000013,0_random_140/000000000013.jpg,0,three white [sushi] on brown bowl,0.8323782682418823,0.09714147448539734,27.04861068725586,22.124256134033203,0.006131608039140701,0.009547224268317223
000000000014,0_random_140/000000000014.jpg,0,a man with his hands [rasing] standing by a house,0.8142275810241699,0.15915021300315857,22.971837997436523,21.84085464477539,0.006545073818415403,0.0117344344034791
000000000015,0_random_140/000000000015.jpg,0,white plate with [pizza] on it,0.7869824171066284,0.19989848136901855,20.237442016601562,21.736692428588867,0.006703948136419058,0.03924069181084633
000000000016,0_random_140/000000000016.jpg,0,a plate with [salmon] on it,0.6445319652557373,0.24030235409736633,29.836881637573242,16.908235549926758,0.02037869207561016,0.02974974922835827
000000000017,0_random_140/000000000017.jpg,0,photo of a statue [in side view],0.6062610149383545,0.2981373071670532,25.450389862060547,18.96523094177246,0.012690444476902485,0.02634824439883232
000000000018,0_random_140/000000000018.jpg,0,the statue of liberty holding a [flower],0.7725822329521179,0.14035026729106903,31.631650924682617,20.69321060180664,0.008524694480001926,0.018217625096440315
000000000019,0_random_140/000000000019.jpg,0,white [cat] on brown ground,0.3542763590812683,0.2799944281578064,28.804224014282227,16.88089370727539,0.020507395267486572,0.02265108749270439
000000000020,0_random_140/000000000020.jpg,0,two [origami] birds sitting on a branch,0.6808971166610718,0.18408054113388062,27.652008056640625,18.88076400756836,0.012939676642417908,0.020005788654088974
000000000021,0_random_140/000000000021.jpg,0,"two [kissing] parrots sitting on a stick, city street background",0.5298158526420593,0.2820480763912201,33.5402717590332,15.996432304382324,0.025139503180980682,0.02980797179043293
000000000022,0_random_140/000000000022.jpg,0,an orange van with [flowers] on top,0.6340221166610718,0.18513166904449463,28.838062286376953,17.2921085357666,0.01865473948419094,0.01431263331323862
000000000023,0_random_140/000000000023.jpg,0,a [white] horse in the field,0.49547141790390015,0.18955311179161072,32.800498962402344,20.300403594970703,0.009331675246357918,0.0168741587549448
000000000024,0_random_140/000000000024.jpg,0,a [golden] horse running in the sunset,0.387330025434494,0.2670711576938629,30.536773681640625,18.958099365234375,0.012711298651993275,0.01916368119418621
000000000025,0_random_140/000000000025.jpg,0,a [storm-trooper] with blue hair wearing a shirt,0.6002894639968872,0.2687423527240753,29.41603660583496,18.038433074951172,0.015709294006228447,0.014046595431864262
000000000026,0_random_140/000000000026.jpg,0,a [crochet] bird with a red beak sitting on a branch,0.6120020747184753,0.29210472106933594,31.948312759399414,17.9169921875,0.01615476794540882,0.03427696228027344
000000000027,0_random_140/000000000027.jpg,0,a [closed] eyes cat sitting on wooden floor,0.4980955719947815,0.20037592947483063,25.79897117614746,19.910120010375977,0.010209113359451294,0.015624439343810081
000000000028,0_random_140/000000000028.jpg,0,[an oil painting of] white flowers on a tree branch with blue sky background,0.8096124529838562,0.20095741748809814,30.499982833862305,20.93124008178711,0.008070043288171291,0.03118586540222168
000000000029,0_random_140/000000000029.jpg,0,a [duck] walking through the grass,0.6812847852706909,0.19616110622882843,26.629913330078125,19.570032119750977,0.011040705256164074,0.023623241111636162
000000000030,0_random_140/000000000030.jpg,0,a [road] in a lush green forest with rocks,0.35949236154556274,0.2831133008003235,24.354843139648438,17.50343132019043,0.017768749967217445,0.03408701345324516
000000000031,0_random_140/000000000031.jpg,0,a [blue] rose in the dark,0.4063913822174072,0.1690823882818222,29.8256778717041,21.055761337280273,0.007841945625841618,0.028672397136688232
000000000032,0_random_140/000000000032.jpg,0,a group of [red] flowers hanging from a tree,0.6500408053398132,0.23726366460323334,26.210922241210938,18.57575225830078,0.013881129212677479,0.03944668546319008
000000000033,0_random_140/000000000033.jpg,0,a cartoon of a [girl] walking his dog in autumn,0.9313966631889343,0.12149674445390701,40.7940788269043,24.977590560913086,0.0031786358449608088,0.016912758350372314
000000000034,0_random_140/000000000034.jpg,0,[a sketch painting of] a mother duck and her babies are standing near the water,0.3474954068660736,0.2529873847961426,34.95261001586914,17.392892837524414,0.018226806074380875,0.027219967916607857
000000000035,0_random_140/000000000035.jpg,0,[painting] - window of the world by jimmy kirk,0.33209311962127686,0.3426024317741394,25.541887283325195,18.602628707885742,0.013795490376651287,0.022159552201628685
000000000036,0_random_140/000000000036.jpg,0,[fire],0.668505847454071,0.23782670497894287,19.24085235595703,20.37504768371582,0.009172657504677773,0.04471805319190025
000000000037,0_random_140/000000000037.jpg,0,mountain landscape with withered grass,0.5542372465133667,0.24692368507385254,29.268247604370117,19.33452033996582,0.011655955575406551,0.027362100780010223
000000000038,0_random_140/000000000038.jpg,0,a little girl with [blue] eyes and flowers in a blue dress,0.6769431829452515,0.1560354381799698,35.91358184814453,19.061986923217773,0.012410839088261127,0.012111813761293888
000000000039,0_random_140/000000000039.jpg,0,two ducks in the [sea],0.3550698757171631,0.29131072759628296,27.742027282714844,17.645610809326172,0.017196455970406532,0.015157763846218586
000000000040,0_random_140/000000000040.jpg,0,a cat sitting with beads collar [putting hands down],0.615755021572113,0.24035793542861938,33.33041000366211,19.952438354492188,0.010110118426382542,0.017890235409140587
000000000041,0_random_140/000000000041.jpg,0,[a castle in] the arctic sky,0.372775137424469,0.18177613615989685,25.84904670715332,19.345155715942383,0.011627446860074997,0.0353628508746624
000000000042,0_random_140/000000000042.jpg,0,a [white] wolf is standing on rocks in a dark forest,0.7322943210601807,0.27527037262916565,35.24324417114258,23.025297164916992,0.0049827625043690205,0.0921609029173851
000000000043,0_random_140/000000000043.jpg,0,a [small blue] cargo ship in the ocean at sunset,0.7082580924034119,0.22490958869457245,29.54391860961914,21.26058006286621,0.007480694446712732,0.020058466121554375
000000000044,0_random_140/000000000044.jpg,0,a cat sitting in the [rocks],0.4205065667629242,0.21982669830322266,28.694080352783203,18.10698890686035,0.01546325534582138,0.018326183781027794
000000000045,0_random_140/000000000045.jpg,0,the christmas illustration of a santa's [angry] face,0.7625893354415894,0.2067962884902954,31.41189193725586,22.26423454284668,0.00593712879344821,0.06345707178115845
000000000046,0_random_140/000000000046.jpg,0,[photo] of clouds in the sky,0.8295025825500488,0.2374754697084427,28.049976348876953,21.417089462280273,0.007215907331556082,0.044454898685216904
